X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-48.553044,-27.597018,0,0,116,9.168423,2018/10/08 10:00:18+00,,,,,,,,,,,,,,,,,,,,,
-48.553024,-27.596993,0,0,117,9.148861,2018/10/08 10:00:20+00,,,,,,,,,,,,,,,,,,,,,
-48.553005,-27.596969,0,0,118,9.295498,2018/10/08 10:00:22+00,,,,,,,,,,,,,,,,,,,,,
-48.552998,-27.596954,0,0,119,9.347012,2018/10/08 10:00:23+00,,,,,,,,,,,,,,,,,,,,,
-48.552988,-27.596922,0,0,120,9.503353,2018/10/08 10:00:25+00,,,,,,,,,,,,,,,,,,,,,
-48.552983,-27.596903,0,0,121,9.54269,2018/10/08 10:00:26+00,,,,,,,,,,,,,,,,,,,,,
-48.552977,-27.596871,0,0,122,9.382504,2018/10/08 10:00:28+00,,,,,,,,,,,,,,,,,,,,,
-48.552966,-27.596841,0,0,123,9.256893,2018/10/08 10:00:30+00,,,,,,,,,,,,,,,,,,,,,
-48.552947,-27.59682,0,0,124,9.315853,2018/10/08 10:00:32+00,,,,,,,,,,,,,,,,,,,,,
-48.552929,-27.5968,0,0,125,9.232174,2018/10/08 10:00:34+00,,,,,,,,,,,,,,,,,,,,,
-48.552917,-27.596776,0,0,126,9.293026,2018/10/08 10:00:36+00,,,,,,,,,,,,,,,,,,,,,
-48.552911,-27.596751,0,0,127,9.289272,2018/10/08 10:00:38+00,,,,,,,,,,,,,,,,,,,,,
-48.552895,-27.596725,0,0,128,9.319576,2018/10/08 10:00:40+00,,,,,,,,,,,,,,,,,,,,,
-48.552876,-27.596699,0,0,129,9.39996,2018/10/08 10:00:42+00,,,,,,,,,,,,,,,,,,,,,
-48.552878,-27.59667,0,0,130,9.268521,2018/10/08 10:00:44+00,,,,,,,,,,,,,,,,,,,,,
-48.552871,-27.59664,0,0,131,9.417446,2018/10/08 10:00:46+00,,,,,,,,,,,,,,,,,,,,,
-48.55287,-27.596622,0,0,132,9.53207,2018/10/08 10:00:47+00,,,,,,,,,,,,,,,,,,,,,
-48.55286,-27.596596,0,0,133,9.704586,2018/10/08 10:00:49+00,,,,,,,,,,,,,,,,,,,,,
-48.552846,-27.596567,0,0,134,9.721188,2018/10/08 10:00:51+00,,,,,,,,,,,,,,,,,,,,,
-48.552842,-27.596543,0,0,135,9.668087,2018/10/08 10:00:53+00,,,,,,,,,,,,,,,,,,,,,
-48.552825,-27.596525,0,0,136,9.676113,2018/10/08 10:00:55+00,,,,,,,,,,,,,,,,,,,,,
-48.552789,-27.596505,0,0,137,9.638638,2018/10/08 10:00:57+00,,,,,,,,,,,,,,,,,,,,,
-48.552759,-27.596501,0,0,138,9.760922,2018/10/08 10:00:59+00,,,,,,,,,,,,,,,,,,,,,
-48.552723,-27.59649,0,0,139,9.888516,2018/10/08 10:01:00+00,,,,,,,,,,,,,,,,,,,,,
-48.552697,-27.596479,0,0,140,10.004086,2018/10/08 10:01:01+00,,,,,,,,,,,,,,,,,,,,,
